unit_id,rule_id,rule_name,testable_from_open_data,outcome,passed,observed
lcdb1000000830,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000830,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000830,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000830,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000830,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000830,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000831,R-01,Area at least 1 hectare,yes,pass,True,area_ha=2.0006; contiguous_plantable_ha=none
lcdb1000000831,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=87.691; erosion_core=yes; area_perimeter_m=63.344
lcdb1000000831,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000831,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000831,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000831,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000831,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000831,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000831,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000831,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000831,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000833,R-01,Area at least 1 hectare,yes,pass,True,area_ha=11.5166; contiguous_plantable_ha=none
lcdb1000000833,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=164.598; erosion_core=yes; area_perimeter_m=133.251
lcdb1000000833,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=248.43; overlap_pct=0.2157; sliver_filtered_m2=0.00
lcdb1000000833,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000833,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000833,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000833,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000833,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000833,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000833,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000833,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000837,R-01,Area at least 1 hectare,yes,pass,True,area_ha=7.1248; contiguous_plantable_ha=none
lcdb1000000837,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=201.189; erosion_core=yes; area_perimeter_m=128.300
lcdb1000000837,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000837,R-04,No material supplied public-conservation overlap,yes,advisory,,overlap_m2=1019.03; overlap_pct=1.4303; sliver_filtered_m2=0.00
lcdb1000000837,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000837,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000837,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000837,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000837,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000837,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000837,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000838,R-01,Area at least 1 hectare,yes,pass,True,area_ha=8.8309; contiguous_plantable_ha=none
lcdb1000000838,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=140.345; erosion_core=yes; area_perimeter_m=114.750
lcdb1000000838,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000838,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000838,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000838,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000838,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000838,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000838,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000838,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000838,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000840,R-01,Area at least 1 hectare,yes,pass,True,area_ha=6.1203; contiguous_plantable_ha=none
lcdb1000000840,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=146.915; erosion_core=yes; area_perimeter_m=108.611
lcdb1000000840,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000840,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000840,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000840,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000840,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000840,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000840,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000840,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000840,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000841,R-01,Area at least 1 hectare,yes,pass,True,area_ha=47.8404; contiguous_plantable_ha=none
lcdb1000000841,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=197.430; erosion_core=yes; area_perimeter_m=182.556
lcdb1000000841,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000841,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000841,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000841,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000841,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000841,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000841,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000841,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000841,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000842,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.5749; contiguous_plantable_ha=none
lcdb1000000842,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=88.559; erosion_core=yes; area_perimeter_m=75.599
lcdb1000000842,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=290.50; overlap_pct=0.6350; sliver_filtered_m2=0.00
lcdb1000000842,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000842,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000842,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000842,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000842,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000842,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000842,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000842,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000845,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.9460; contiguous_plantable_ha=none
lcdb1000000845,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=73.393; erosion_core=yes; area_perimeter_m=57.482
lcdb1000000845,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000845,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000845,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000845,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000845,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000845,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000845,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000845,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000845,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000847,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1514.0199; contiguous_plantable_ha=none
lcdb1000000847,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=335.149; erosion_core=yes; area_perimeter_m=332.681
lcdb1000000847,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=20415.45; overlap_pct=0.1348; sliver_filtered_m2=12092.56
lcdb1000000847,R-04,No material supplied public-conservation overlap,yes,advisory,,overlap_m2=25503.45; overlap_pct=0.1684; sliver_filtered_m2=18822.58
lcdb1000000847,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000847,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000847,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000847,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000847,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000847,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000847,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000868,R-01,Area at least 1 hectare,yes,pass,True,area_ha=4.2478; contiguous_plantable_ha=none
lcdb1000000868,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=82.508; erosion_core=yes; area_perimeter_m=71.111
lcdb1000000868,R-03,Not materially mapped as pre-1990 forest land,partial,advisory,,overlap_m2=195.80; overlap_pct=0.4609; sliver_filtered_m2=0.00
lcdb1000000868,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000868,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000868,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000868,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000868,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000868,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000868,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000868,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000878,R-01,Area at least 1 hectare,yes,pass,True,area_ha=6.7396; contiguous_plantable_ha=none
lcdb1000000878,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=64.733; erosion_core=yes; area_perimeter_m=60.944
lcdb1000000878,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000878,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000878,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000878,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000878,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000878,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000878,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000878,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000878,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000882,R-01,Area at least 1 hectare,yes,pass,True,area_ha=9.1820; contiguous_plantable_ha=none
lcdb1000000882,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=145.516; erosion_core=yes; area_perimeter_m=118.247
lcdb1000000882,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000882,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000882,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000882,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000882,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000882,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000882,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000882,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000882,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000886,R-01,Area at least 1 hectare,yes,pass,True,area_ha=3.4977; contiguous_plantable_ha=none
lcdb1000000886,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=74.883; erosion_core=yes; area_perimeter_m=64.537
lcdb1000000886,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000886,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000886,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000886,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000886,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000886,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000886,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000886,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000886,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000888,R-01,Area at least 1 hectare,yes,pass,True,area_ha=51.6277; contiguous_plantable_ha=none
lcdb1000000888,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=181.548; erosion_core=yes; area_perimeter_m=170.653
lcdb1000000888,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000888,R-04,No material supplied public-conservation overlap,yes,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
lcdb1000000888,R-05,Current land-cover proxy is potentially plantable,proxy,fail,False,Built-up Area (settlement)
lcdb1000000888,R-06,Species qualifies as forest species,no,manual,,manual evidence required
lcdb1000000888,R-07,Crown cover more than 30 percent in each hectare,no,manual,,manual evidence required
lcdb1000000888,R-08,Species capable of reaching 5 metres at maturity,no,manual,,manual evidence required
lcdb1000000888,R-09,Exotic forest on LUC class 1 to 6 land within registration limits,no,manual,,manual evidence required
lcdb1000000888,R-10,Not area 1 (approved) land or P90 offsetting land and not already registered,no,manual,,manual evidence required
lcdb1000000888,R-11,Applicant holds a registrable interest,no,manual,,manual evidence required
lcdb1000000892,R-01,Area at least 1 hectare,yes,pass,True,area_ha=1.7853; contiguous_plantable_ha=none
lcdb1000000892,R-02,Average width at least 30 metres,proxy,pass,True,equivalent_rectangle_m=58.346; erosion_core=yes; area_perimeter_m=49.002
lcdb1000000892,R-03,Not materially mapped as pre-1990 forest land,partial,pass,True,overlap_m2=0.00; overlap_pct=0.0000; sliver_filtered_m2=0.00
