unit_id,width_area_perimeter_m,area_perimeter_pass,width_equivalent_rectangle_m,equivalent_rectangle_pass,erosion_core_pass,methods_disagree
lcdb1000008574,25.643,False,26.683,False,True,True
lcdb1000008575,60.716,True,63.073,True,True,False
lcdb1000008576-part-1,37.604,True,38.797,True,True,False
lcdb1000008576-part-2,20.972,False,21.458,False,True,True
lcdb1000008576-part-3,3.446,False,3.565,False,False,False
lcdb1000008576-part-4,1.659,False,1.68,False,False,False
lcdb1000008577,66.04,True,72.28,True,True,False
lcdb1000008578-part-1,17.923,False,18.616,False,True,True
lcdb1000008578-part-2,20.4,False,22.174,False,True,True
lcdb1000008581,34.576,True,35.114,True,True,False
lcdb1000008582-part-1,10.488,False,11.126,False,False,False
lcdb1000008582-part-2,15.731,False,23.336,False,False,False
lcdb1000008583,26.655,False,27.285,False,True,True
lcdb1000008585,31.765,True,32.896,True,True,False
lcdb1000008587-part-1,81.317,True,84.833,True,True,False
lcdb1000008587-part-2,24.708,False,25.753,False,True,True
lcdb1000008588,101.521,True,201.15,True,True,False
lcdb1000008589,45.078,True,48.658,True,True,False
lcdb1000008590,164.197,True,181.253,True,True,False
lcdb1000008591-part-1,52.42,True,55.023,True,True,False
lcdb1000008591-part-2,8.749,False,8.992,False,False,False
lcdb1000008592-part-1,68.773,True,69.49,True,True,False
lcdb1000008592-part-2,31.892,True,36.902,True,True,False
lcdb1000008592-part-3,13.637,False,18.193,False,False,False
lcdb1000008593,63.661,True,68.944,True,True,False
lcdb1000008594,39.348,True,40.301,True,True,False
lcdb1000008595,38.236,True,40.966,True,True,False
lcdb1000008596,33.392,True,33.782,True,True,False
lcdb1000008597,50.291,True,53.307,True,True,False
lcdb1000008599,24.694,False,25.699,False,True,True
lcdb1000008603,84.182,True,90.038,True,True,False
lcdb1000008605-part-1,64.555,True,70.615,True,True,False
lcdb1000008605-part-2,28.047,False,35.34,True,True,False
lcdb1000008606-part-1,44.876,True,46.816,True,True,False
lcdb1000008606-part-2,43.639,True,46.504,True,True,False
lcdb1000008606-part-3,4.255,False,4.469,False,False,False
lcdb1000008607,81.513,True,98.809,True,True,False
lcdb1000008608-part-1,36.426,True,37.839,True,True,False
lcdb1000008608-part-2,28.934,False,33.28,True,True,False
lcdb1000008608-part-3,5.765,False,6.147,False,False,False
lcdb1000008608-part-4,1.655,False,1.771,False,False,False
lcdb1000008609,23.066,False,24.817,False,True,True
lcdb1000008610,44.553,True,47.753,True,True,False
lcdb1000008611,64.625,True,79.034,True,True,False
lcdb1000008613,37.932,True,39.389,True,True,False
lcdb1000008614,38.686,True,42.968,True,True,False
lcdb1000008618,58.842,True,62.805,True,True,False
lcdb1000008619,67.637,True,71.161,True,True,False
lcdb1000008620,23.511,False,24.327,False,True,True
lcdb1000008622,38.112,True,40.835,True,True,False
lcdb1000008623,71.108,True,89.17,True,True,False
lcdb1000008625,59.741,True,63.483,True,True,False
lcdb1000008628-part-1,41.879,True,44.657,True,True,False
lcdb1000008628-part-2,15.585,False,16.583,False,False,False
lcdb1000008631,33.032,True,33.674,True,True,False
lcdb1000008636-part-1,39.233,True,40.308,True,True,False
lcdb1000008636-part-2,36.614,True,38.253,True,True,False
lcdb1000008638,49.052,True,54.033,True,True,False
lcdb1000008639,75.953,True,79.793,True,True,False
lcdb1000008641,57.947,True,61.578,True,True,False
lcdb1000008642,61.686,True,66.415,True,True,False
lcdb1000008643,86.416,True,90.592,True,True,False
lcdb1000008644,70.911,True,83.26,True,True,False
lcdb1000008645,101.907,True,112.266,True,True,False
lcdb1000008647,66.643,True,70.163,True,True,False
lcdb1000008648,71.903,True,75.911,True,True,False
lcdb1000008651,34.083,True,35.069,True,True,False
lcdb1000008652,44.463,True,49.815,True,True,False
lcdb1000008653,62.934,True,65.659,True,True,False
lcdb1000008655,77.604,True,79.402,True,True,False
lcdb1000008656,79.385,True,104.225,True,True,False
lcdb1000008659,34.347,True,39.606,True,True,False
lcdb1000008662,74.672,True,86.879,True,True,False
lcdb1000008670,27.056,False,32.393,True,True,False
lcdb1000008673-part-1,46.606,True,50.534,True,True,False
lcdb1000008673-part-2,13.703,False,14.114,False,True,True
lcdb1000008673-part-3,7.229,False,8.177,False,False,False
lcdb1000008673-part-4,6.622,False,8.165,False,False,False
lcdb1000008676,39.495,True,40.698,True,True,False
lcdb1000008679,44.731,True,56.419,True,True,False
lcdb1000008680,47.738,True,58.316,True,True,False
lcdb1000008704,129.722,True,181.542,True,True,False
lcdb1000008705,53.215,True,60.52,True,True,False
lcdb1000008706,24.484,False,30.055,True,True,False
lcdb1000008710,25.513,False,26.107,False,True,True
lcdb1000008724,36.059,True,38.606,True,True,False
lcdb1000008729-part-1,95.093,True,99.217,True,True,False
lcdb1000008729-part-2,51.968,True,55.013,True,True,False
lcdb1000008729-part-3,23.805,False,24.962,False,True,True
lcdb1000008751-part-1,61.919,True,62.723,True,True,False
lcdb1000008751-part-2,41.865,True,42.545,True,True,False
lcdb1000008751-part-3,25.691,False,26.936,False,True,True
lcdb1000008751-part-4,0.614,False,0.629,False,False,False
lcdb1000008752,32.044,True,35.059,True,True,False
lcdb1000008755,20.669,False,24.618,False,False,False
lcdb1000008756,52.061,True,65.48,True,True,False
lcdb1000008759,118.419,True,133.69,True,True,False
lcdb1000008765-part-1,43.696,True,45.201,True,True,False
lcdb1000008765-part-2,37.708,True,42.366,True,True,False
lcdb1000008774,31.201,True,42.333,True,True,False
lcdb1000008775-part-1,39.808,True,41.546,True,True,False
lcdb1000008775-part-2,32.034,True,33.479,True,True,False
lcdb1000008775-part-3,0.196,False,0.202,False,False,False
lcdb1000008776,65.258,True,70.265,True,True,False
lcdb1000008778-part-1,16.211,False,17.786,False,False,False
lcdb1000008778-part-2,13.275,False,16.994,False,False,False
lcdb1000008782,21.913,False,24.44,False,True,True
lcdb1000008791,2.879,False,3.12,False,False,False
lcdb1000008794-part-1,20.959,False,22.811,False,True,True
lcdb1000008794-part-2,1.433,False,1.449,False,False,False
lcdb1000008794-part-3,0.96,False,0.997,False,False,False
lcdb1000008794-part-4,0.566,False,0.584,False,False,False
lcdb1000008794-part-5,0.397,False,0.411,False,False,False
lcdb1000008800,6.103,False,6.767,False,False,False
lcdb1000008801-part-1,52.333,True,54.182,True,True,False
lcdb1000008801-part-2,24.422,False,39.809,True,True,False
lcdb1000008801-part-3,4.134,False,4.303,False,False,False
lcdb1000008801-part-4,4.592,False,5.42,False,False,False
lcdb1000008806-part-1,26.586,False,28.227,False,True,True
lcdb1000008806-part-2,11.849,False,12.92,False,False,False
lcdb1000008807,1.524,False,1.728,False,False,False
lcdb1000008810,83.62,True,87.218,True,True,False
lcdb1000008812,27.044,False,28.99,False,True,True
lcdb1000008831-part-1,29.758,False,35.982,True,True,False
lcdb1000008831-part-2,6.42,False,7.396,False,False,False
lcdb1000008832,33.648,True,39.443,True,True,False
lcdb1000008835-part-1,18.295,False,18.855,False,True,True
lcdb1000008835-part-2,16.947,False,20.448,False,True,True
lcdb1000008835-part-3,4.401,False,4.574,False,False,False
lcdb1000008835-part-4,3.381,False,3.64,False,False,False
lcdb1000008844-part-1,14.013,False,15.131,False,False,False
lcdb1000008844-part-2,2.354,False,2.449,False,False,False
lcdb1000008845-part-1,37.22,True,38.608,True,True,False
lcdb1000008845-part-2,9.922,False,10.61,False,False,False
lcdb1000008846,32.665,True,34.158,True,True,False
lcdb1000010260-part-1,18.173,False,18.624,False,True,True
lcdb1000010260-part-2,13.559,False,13.781,False,True,True
lcdb1000010260-part-3,14.818,False,15.325,False,False,False
lcdb1000010260-part-4,11.701,False,12.396,False,False,False
lcdb1000010260-part-5,11.287,False,12.068,False,False,False
lcdb1000010260-part-6,9.283,False,10.414,False,False,False
lcdb1000010260-part-7,11.314,False,18.616,False,False,False
lcdb1000010260-part-8,0.61,False,0.617,False,False,False
lcdb1000010260-part-9,0.436,False,0.472,False,False,False
lcdb1000011315,40.784,True,50.785,True,True,False
lcdb1000011318,53.573,True,59.285,True,True,False
lcdb1000011544,39.695,True,58.548,True,True,False
lcdb1000011549,63.968,True,119.649,True,True,False
lcdb1000012066,69.77,True,77.036,True,True,False
lcdb1000012091,63.516,True,126.532,True,True,False
lcdb1000012095,68.605,True,80.034,True,True,False
lcdb1000012097,93.103,True,112.663,True,True,False
lcdb1000012098,48.598,True,93.522,True,True,False
lcdb1000012101,73.988,True,95.374,True,True,False
lcdb1000012102,67.521,True,80.259,True,True,False
lcdb1000012103,115.273,True,169.673,True,True,False
lcdb1000012104,60.56,True,76.688,True,True,False
lcdb1000012107,50.254,True,64.559,True,True,False
lcdb1000012108,43.191,True,58.766,True,True,False
lcdb1000012110,63.623,True,116.534,True,True,False
lcdb1000012111,70.516,True,91.525,True,True,False
lcdb1000012112,72.809,True,98.018,True,True,False
lcdb1000012113,67.679,True,75.089,True,True,False
lcdb1000012114,83.313,True,113.689,True,True,False
lcdb1000012115,45.893,True,90.025,True,True,False
lcdb1000012116,46.873,True,68.267,True,True,False
lcdb1000012117,57.24,True,91.404,True,True,False
lcdb1000012118,40.385,True,71.382,True,True,False
lcdb1000012120,46.428,True,52.776,True,True,False
lcdb1000012121,57.64,True,68.907,True,True,False
lcdb1000012122,63.127,True,101.167,True,True,False
lcdb1000012123,41.016,True,59.188,True,True,False
lcdb1000012124,53.701,True,105.093,True,True,False
lcdb1000012126,80.107,True,100.037,True,True,False
lcdb1000015296,47.752,True,53.499,True,True,False
lcdb1000015298,52.21,True,53.58,True,True,False
lcdb1000015330,47.082,True,53.971,True,True,False
lcdb1000015336,90.832,True,180.222,True,True,False
lcdb1000015337,41.914,True,62.83,True,True,False
lcdb1000015345,34.792,True,42.681,True,True,False
lcdb1000015346,41.623,True,44.988,True,True,False
lcdb1000015349,26.755,False,34.783,True,True,False
lcdb1000015351,51.488,True,91.811,True,True,False
lcdb1000015352,45.773,True,63.179,True,True,False
lcdb1000015355,39.076,True,53.318,True,True,False
lcdb1000015356,39.602,True,39.857,True,True,False
lcdb1000015359,89.897,True,98.387,True,True,False
lcdb1000015360,36.62,True,37.617,True,True,False
lcdb1000015368,66.896,True,87.801,True,True,False
lcdb1000015371,29.724,False,32.507,True,True,False
lcdb1000015373,21.121,False,25.709,False,True,True
lcdb1000015375,27.148,False,40.35,True,True,False
lcdb1000015376,40.951,True,47.016,True,True,False
lcdb1000015377,53.079,True,81.464,True,True,False
lcdb1000015380,108.163,True,119.338,True,True,False
lcdb1000015381,30.814,True,35.777,True,True,False
lcdb1000015385,186.785,True,218.881,True,True,False
lcdb1000015394,35.352,True,43.375,True,True,False
lcdb1000015397,47.268,True,58.095,True,True,False
lcdb1000015411,23.9,False,26.041,False,True,True
lcdb1000015412,25.697,False,32.828,True,True,False
lcdb1000015414,26.542,False,29.978,False,True,True
lcdb1000015419,57.75,True,64.775,True,True,False
lcdb1000015421,28.508,False,31.269,True,True,False
lcdb1000015422,50.061,True,98.228,True,True,False
lcdb1000015425,41.264,True,43.484,True,True,False
lcdb1000015426,52.223,True,58.727,True,True,False
lcdb1000015427,88.797,True,108.606,True,True,False
lcdb1000015428,50.813,True,54.064,True,True,False
lcdb1000015429,44.661,True,53.187,True,True,False
lcdb1000015430,46.864,True,51.167,True,True,False
lcdb1000015431,38.875,True,39.262,True,True,False
lcdb1000015432,44.61,True,49.965,True,True,False
lcdb1000015433,49.298,True,78.261,True,True,False
lcdb1000015435,46.756,True,53.488,True,True,False
lcdb1000015436,50.802,True,54.537,True,True,False
lcdb1000015437,46.607,True,50.961,True,True,False
lcdb1000015438,36.057,True,40.797,True,True,False
lcdb1000015439,41.609,True,46.001,True,True,False
lcdb1000015440,54.758,True,73.383,True,True,False
lcdb1000015441,58.193,True,64.618,True,True,False
lcdb1000015442,39.866,True,42.398,True,True,False
lcdb1000015443,29.284,False,29.566,False,True,True
lcdb1000015444,40.921,True,45.468,True,True,False
lcdb1000015446,43.717,True,59.04,True,True,False
lcdb1000015448,43.22,True,50.591,True,True,False
lcdb1000015450,55.276,True,63.215,True,True,False
lcdb1000015451,41.761,True,51.228,True,True,False
lcdb1000015452,36.61,True,37.727,True,True,False
lcdb1000015454,25.748,False,29.835,False,True,True
lcdb1000015455,54.901,True,60.976,True,True,False
lcdb1000015457,20.218,False,22.189,False,True,True
lcdb1000015459,61.471,True,64.903,True,True,False
lcdb1000015461,45.766,True,51.496,True,True,False
lcdb1000015462,49.827,True,51.683,True,True,False
lcdb1000015463,55.177,True,66.06,True,True,False
lcdb1000015465,52.991,True,56.018,True,True,False
lcdb1000015467,32.025,True,35.34,True,True,False
lcdb1000015468,78.257,True,90.341,True,True,False
lcdb1000015469,61.469,True,74.116,True,True,False
lcdb1000015470,70.225,True,130.107,True,True,False
lcdb1000015473,54.358,True,64.15,True,True,False
lcdb1000015474,47.829,True,49.021,True,True,False
lcdb1000015477,50.354,True,60.104,True,True,False
lcdb1000015479,46.606,True,47.721,True,True,False
lcdb1000015480,33.946,True,36.025,True,True,False
lcdb1000015481,55.996,True,64.548,True,True,False
lcdb1000015485,31.084,True,31.398,True,True,False
lcdb1000015487,65.039,True,73.322,True,True,False
lcdb1000015489,47.178,True,48.848,True,True,False
lcdb1000015490,52.52,True,57.715,True,True,False
lcdb1000015492,41.214,True,55.176,True,True,False
lcdb1000015494,74.459,True,78.749,True,True,False
lcdb1000015496,49.822,True,60.794,True,True,False
lcdb1000015497,60.141,True,76.531,True,True,False
lcdb1000015498,65.706,True,69.286,True,True,False
lcdb1000015500,88.035,True,96.945,True,True,False
lcdb1000015501,39.301,True,50.777,True,True,False
lcdb1000015503,56.379,True,69.087,True,True,False
lcdb1000015504,61.92,True,64.736,True,True,False
lcdb1000015505,75.612,True,85.863,True,True,False
lcdb1000015506,58.705,True,63.174,True,True,False
lcdb1000015507,27.362,False,36.793,True,True,False
lcdb1000015508,72.299,True,78.686,True,True,False
lcdb1000015509,38.568,True,42.107,True,True,False
lcdb1000015510,25.676,False,27.72,False,True,True
lcdb1000015511,36.235,True,40.1,True,True,False
lcdb1000015512,53.355,True,55.175,True,True,False
lcdb1000015514,55.394,True,59.136,True,True,False
lcdb1000015515,17.983,False,19.857,False,True,True
lcdb1000015516,50.761,True,55.355,True,True,False
lcdb1000015517,56.736,True,64.465,True,True,False
lcdb1000015518,29.674,False,39.588,True,True,False
lcdb1000015520,17.41,False,20.11,False,True,True
lcdb1000015521,36.599,True,40.573,True,True,False
lcdb1000015522,35.933,True,38.707,True,True,False
lcdb1000015523,28.472,False,32.682,True,True,False
lcdb1000015524,62.78,True,104.66,True,True,False
lcdb1000015525,25.817,False,37.854,True,True,False
lcdb1000015527,17.079,False,19.558,False,True,True
lcdb1000015529,44.712,True,48.91,True,True,False
lcdb1000015533,35.36,True,38.232,True,True,False
lcdb1000015534,61.862,True,66.943,True,True,False
lcdb1000015536,31.917,True,36.006,True,True,False
lcdb1000015537,50.531,True,63.183,True,True,False
lcdb1000015539,14.788,False,16.841,False,True,True
lcdb1000015542,24.375,False,36.608,True,True,False
lcdb1000015543,10.771,False,13.324,False,False,False
lcdb1000015547,31.189,True,39.199,True,True,False
lcdb1000015549,59.898,True,61.984,True,True,False
lcdb1000015550,41.557,True,44.304,True,True,False
lcdb1000015551,35.137,True,42.281,True,True,False
lcdb1000015552,34.165,True,40.622,True,True,False
lcdb1000015553,42.836,True,43.739,True,True,False
lcdb1000015554,37.552,True,39.714,True,True,False
lcdb1000015555,52.625,True,63.998,True,True,False
lcdb1000015557,75.657,True,86.703,True,True,False
lcdb1000015559,33.031,True,38.061,True,True,False
lcdb1000015560,52.148,True,64.508,True,True,False
lcdb1000015562,41.306,True,57.865,True,True,False
lcdb1000015563,74.148,True,75.505,True,True,False
lcdb1000015564,43.346,True,44.519,True,True,False
lcdb1000015566,54.83,True,68.39,True,True,False
lcdb1000015567,19.234,False,22.271,False,True,True
lcdb1000015572,54.405,True,58.267,True,True,False
lcdb1000015576,51.195,True,56.713,True,True,False
lcdb1000015577,39.111,True,39.933,True,True,False
lcdb1000015578,84.422,True,91.327,True,True,False
lcdb1000015580,41.706,True,49.22,True,True,False
lcdb1000015582,49.197,True,54.316,True,True,False
lcdb1000015588,29.916,False,35.053,True,True,False
lcdb1000015596,54.814,True,55.335,True,True,False
lcdb1000015597,32.513,True,34.975,True,True,False
lcdb1000015598,44.421,True,45.378,True,True,False
lcdb1000015601,53.557,True,54.839,True,True,False
lcdb1000015603,30.931,True,32.535,True,True,False
lcdb1000015605,50.865,True,52.008,True,True,False
lcdb1000015606,42.29,True,44.502,True,True,False
lcdb1000015615,40.157,True,43.546,True,True,False
lcdb1000015619,58.027,True,68.972,True,True,False
lcdb1000015625,50.928,True,51.317,True,True,False
lcdb1000015628,44.929,True,62.309,True,True,False
lcdb1000015629,39.868,True,51.704,True,True,False
lcdb1000015633,49.715,True,55.895,True,True,False
lcdb1000015637,36.468,True,46.415,True,True,False
lcdb1000015638,44.858,True,46.407,True,True,False
lcdb1000015641,31.978,True,32.956,True,True,False
lcdb1000015642,42.746,True,46.165,True,True,False
lcdb1000015650,34.042,True,37.161,True,True,False
lcdb1000015651,21.306,False,28.074,False,True,True
lcdb1000015655,68.921,True,93.29,True,True,False
lcdb1000015658,62.429,True,85.05,True,True,False
lcdb1000015659,62.456,True,67.609,True,True,False
lcdb1000015665,93.815,True,100.46,True,True,False
lcdb1000015669,51.919,True,57.256,True,True,False
lcdb1000015672,80.876,True,156.585,True,True,False
lcdb1000015673,39.622,True,39.908,True,True,False
lcdb1000015684,57.678,True,63.788,True,True,False
lcdb1000015689,110.062,True,110.236,True,True,False
lcdb1000015692,50.905,True,52.095,True,True,False
lcdb1000015695,61.991,True,62.178,True,True,False
lcdb1000015700,66.252,True,68.273,True,True,False
lcdb1000015701,34.426,True,45.528,True,True,False
lcdb1000015709,52.046,True,54.699,True,True,False
lcdb1000015710,64.682,True,67.641,True,True,False
lcdb1000015716,49.34,True,51.991,True,True,False
lcdb1000015722,56.985,True,57.269,True,True,False
lcdb1000015730,47.269,True,55.987,True,True,False
lcdb1000015738,58.719,True,74.411,True,True,False
lcdb1000015741,36.158,True,40.334,True,True,False
lcdb1000015742,41.866,True,50.908,True,True,False
lcdb1000015747,63.967,True,65.785,True,True,False
lcdb1000015748,45.467,True,57.515,True,True,False
lcdb1000015749,44.116,True,47.907,True,True,False
lcdb1000015751,72.009,True,75.423,True,True,False
lcdb1000015764,55.741,True,57.299,True,True,False
lcdb1000015767,62.431,True,63.506,True,True,False
lcdb1000015774,49.523,True,61.727,True,True,False
lcdb1000015781,69.516,True,71.974,True,True,False
lcdb1000015782,54.279,True,55.436,True,True,False
lcdb1000015785,54.373,True,55.253,True,True,False
lcdb1000015789,48.35,True,48.64,True,True,False
lcdb1000015796,50.091,True,56.06,True,True,False
lcdb1000015805,77.484,True,88.392,True,True,False
lcdb1000015807,64.803,True,65.779,True,True,False
lcdb1000015810,69.717,True,72.657,True,True,False
lcdb1000015821,49.456,True,50.224,True,True,False
lcdb1000015822,17.259,False,25.704,False,False,False
lcdb1000015823,49.928,True,61.692,True,True,False
lcdb1000015828,16.889,False,18.883,False,True,True
lcdb1000015831,58.846,True,60.487,True,True,False
lcdb1000015835,50.583,True,57.162,True,True,False
lcdb1000015840,69.853,True,73.603,True,True,False
lcdb1000015841,64.818,True,68.677,True,True,False
